year,a_council,total,topic,share,n
2018,Bundesrat,39,Umwelt,0,0
2018,Volksinitiative,2,Umwelt,0,0
2000,Nationalrat,239,Energie,0.016736401673640166,4
2000,Ständerat,33,Energie,0.030303030303030304,1
2000,Bundesrat,9,Energie,0,0
2000,Volksinitiative,5,Energie,0,0
2001,Nationalrat,1172,Energie,0.030716723549488054,36
2001,Ständerat,122,Energie,0.01639344262295082,2
2001,Bundesrat,70,Energie,0,0
2001,Volksinitiative,5,Energie,0.2,1
2002,Nationalrat,1139,Energie,0.021071115013169446,24
2002,Ständerat,138,Energie,0.007246376811594203,1
2002,Bundesrat,82,Energie,0,0
2003,Nationalrat,1054,Energie,0.029411764705882356,31
2003,Ständerat,115,Energie,0.017391304347826087,2
2003,Bundesrat,73,Energie,0,0
2003,Volksinitiative,2,Energie,0,0
2004,Nationalrat,1249,Energie,0.016012810248198558,20
2004,Ständerat,123,Energie,0,0
2004,Bundesrat,75,Energie,0.013333333333333332,1
2004,Volksinitiative,3,Energie,0,0
2005,Nationalrat,1348,Energie,0.029673590504451036,40
2005,Ständerat,135,Energie,0.007407407407407407,1
2005,Bundesrat,74,Energie,0.013513513513513513,1
2005,Volksinitiative,3,Energie,0,0
2006,Nationalrat,1352,Energie,0.03772189349112426,51
2006,Ständerat,124,Energie,0.03225806451612903,4
2006,Bundesrat,91,Energie,0.01098901098901099,1
2006,Volksinitiative,6,Energie,0,0
2007,Nationalrat,1398,Energie,0.07010014306151645,98
2007,Ständerat,136,Energie,0.11029411764705882,15
2007,Bundesrat,82,Energie,0.012195121951219513,1
2007,Volksinitiative,4,Energie,0,0
2008,Nationalrat,1644,Energie,0.08029197080291971,132
2008,Ständerat,142,Energie,0.07042253521126761,10
2008,Bundesrat,60,Energie,0.05,3
2008,Volksinitiative,6,Energie,0,0
2009,Nationalrat,2104,Energie,0.04990494296577947,105
2009,Ständerat,201,Energie,0.03980099502487562,8
2009,Bundesrat,79,Energie,0.012658227848101267,1
2009,Volksinitiative,7,Energie,0,0
2010,Nationalrat,1873,Energie,0.06513614522156967,122
2010,Ständerat,184,Energie,0.059782608695652176,11
2010,Bundesrat,100,Energie,0.01,1
2010,Volksinitiative,6,Energie,0,0
2011,Nationalrat,1792,Energie,0.13950892857142858,250
2011,Ständerat,179,Energie,0.19553072625698323,35
2011,Bundesrat,61,Energie,0.01639344262295082,1
2011,Volksinitiative,3,Energie,0,0
2012,Nationalrat,1852,Energie,0.07181425485961122,133
2012,Ständerat,187,Energie,0.0748663101604278,14
2012,Bundesrat,84,Energie,0.011904761904761904,1
2012,Volksinitiative,10,Energie,0.1,1
2013,Nationalrat,1940,Energie,0.07061855670103093,137
2013,Ständerat,182,Energie,0.04395604395604396,8
2013,Bundesrat,86,Energie,0.011627906976744186,1
2013,Volksinitiative,11,Energie,0.18181818181818182,2
2014,Nationalrat,1994,Energie,0.06519558676028084,130
2014,Ständerat,185,Energie,0.021621621621621623,4
2014,Bundesrat,84,Energie,0,0
2014,Volksinitiative,7,Energie,0.14285714285714288,1
2015,Nationalrat,1944,Energie,0.0668724279835391,130
2015,Ständerat,174,Energie,0.04597701149425287,8
2015,Bundesrat,71,Energie,0.04225352112676056,3
2015,Volksinitiative,4,Energie,0,0
2016,Nationalrat,1811,Energie,0.06460519050248481,117
2016,Ständerat,171,Energie,0.04678362573099415,8
2016,Bundesrat,69,Energie,0.014492753623188406,1
2016,Volksinitiative,3,Energie,0,0
2017,Nationalrat,2048,Energie,0.03515625,72
2017,Ständerat,179,Energie,0.03910614525139665,7
2017,Bundesrat,60,Energie,0,0
2017,Volksinitiative,7,Energie,0,0
2018,Nationalrat,1127,Energie,0.05235137533274179,59
2018,Ständerat,82,Energie,0.04878048780487805,4
2018,Bundesrat,39,Energie,0.025641025641025644,1
2018,Volksinitiative,2,Energie,0,0
2000,Nationalrat,239,Staatspolitik,0.12133891213389121,29
2000,Ständerat,33,Staatspolitik,0.09090909090909091,3
2000,Bundesrat,9,Staatspolitik,0,0
2000,Volksinitiative,5,Staatspolitik,0,0
2001,Nationalrat,1172,Staatspolitik,0.06655290102389079,78
2001,Ständerat,122,Staatspolitik,0.13114754098360656,16
2001,Bundesrat,70,Staatspolitik,0.14285714285714288,10
2001,Volksinitiative,5,Staatspolitik,0,0
2002,Nationalrat,1139,Staatspolitik,0.048287971905179985,55
2002,Ständerat,138,Staatspolitik,0.10869565217391304,15
2002,Bundesrat,82,Staatspolitik,0.03658536585365854,3
2003,Nationalrat,1054,Staatspolitik,0.07020872865275142,74
2003,Ständerat,115,Staatspolitik,0.09565217391304348,11
2003,Bundesrat,73,Staatspolitik,0.08219178082191782,6
2003,Volksinitiative,2,Staatspolitik,0,0
2004,Nationalrat,1249,Staatspolitik,0.09047237790232186,113
2004,Ständerat,123,Staatspolitik,0.07317073170731708,9
2004,Bundesrat,75,Staatspolitik,0.10666666666666666,8
2004,Volksinitiative,3,Staatspolitik,0,0
2005,Nationalrat,1348,Staatspolitik,0.09866468842729971,133
2005,Ständerat,135,Staatspolitik,0.0962962962962963,13
2005,Bundesrat,74,Staatspolitik,0.04054054054054054,3
2005,Volksinitiative,3,Staatspolitik,0.33333333333333337,1
2006,Nationalrat,1352,Staatspolitik,0.08505917159763314,115
2006,Ständerat,124,Staatspolitik,0.06451612903225806,8
2006,Bundesrat,91,Staatspolitik,0.054945054945054944,5
2006,Volksinitiative,6,Staatspolitik,0.16666666666666669,1
2007,Nationalrat,1398,Staatspolitik,0.10515021459227468,147
2007,Ständerat,136,Staatspolitik,0.05882352941176471,8
2007,Bundesrat,82,Staatspolitik,0.024390243902439025,2
2007,Volksinitiative,4,Staatspolitik,0,0
2008,Nationalrat,1644,Staatspolitik,0.06569343065693431,108
2008,Ständerat,142,Staatspolitik,0.04929577464788732,7
2008,Bundesrat,60,Staatspolitik,0.05,3
2008,Volksinitiative,6,Staatspolitik,0,0
2009,Nationalrat,2104,Staatspolitik,0.07461977186311787,157
2009,Ständerat,201,Staatspolitik,0.06965174129353234,14
2009,Bundesrat,79,Staatspolitik,0.06329113924050633,5
2009,Volksinitiative,7,Staatspolitik,0,0
2010,Nationalrat,1873,Staatspolitik,0.07581420181526961,142
2010,Ständerat,184,Staatspolitik,0.10869565217391304,20
2010,Bundesrat,100,Staatspolitik,0.03,3
2010,Volksinitiative,6,Staatspolitik,0.16666666666666669,1
2011,Nationalrat,1792,Staatspolitik,0.06975446428571429,125
2011,Ständerat,179,Staatspolitik,0.07262569832402234,13
2011,Bundesrat,61,Staatspolitik,0.06557377049180328,4
2011,Volksinitiative,3,Staatspolitik,0,0
2012,Nationalrat,1852,Staatspolitik,0.07397408207343412,137
2012,Ständerat,187,Staatspolitik,0.11764705882352942,22
2012,Bundesrat,84,Staatspolitik,0.09523809523809523,8
2012,Volksinitiative,10,Staatspolitik,0.1,1
2013,Nationalrat,1940,Staatspolitik,0.09278350515463918,180
2013,Ständerat,182,Staatspolitik,0.12637362637362637,23
2013,Bundesrat,86,Staatspolitik,0.08139534883720931,7
2013,Volksinitiative,11,Staatspolitik,0,0
2014,Nationalrat,1994,Staatspolitik,0.11885656970912738,237
2014,Ständerat,185,Staatspolitik,0.16756756756756758,31
2014,Bundesrat,84,Staatspolitik,0.047619047619047616,4
2014,Volksinitiative,7,Staatspolitik,0.14285714285714288,1
2015,Nationalrat,1944,Staatspolitik,0.12397119341563785,241
2015,Ständerat,174,Staatspolitik,0.16091954022988506,28
2015,Bundesrat,71,Staatspolitik,0.08450704225352113,6
2015,Volksinitiative,4,Staatspolitik,0,0
2016,Nationalrat,1811,Staatspolitik,0.20209828823854223,366
2016,Ständerat,171,Staatspolitik,0.19883040935672514,34
2016,Bundesrat,69,Staatspolitik,0.13043478260869565,9
2016,Volksinitiative,3,Staatspolitik,0,0
2017,Nationalrat,2048,Staatspolitik,0.19189453125,393
2017,Ständerat,179,Staatspolitik,0.19553072625698323,35
2017,Bundesrat,60,Staatspolitik,0.11666666666666665,7
2017,Volksinitiative,7,Staatspolitik,0.42857142857142855,3
2018,Nationalrat,1127,Staatspolitik,0.27684117125110913,312
2018,Ständerat,82,Staatspolitik,0.25609756097560976,21
2018,Bundesrat,39,Staatspolitik,0.12820512820512822,5
2018,Volksinitiative,2,Staatspolitik,0,0
2000,Nationalrat,239,Parlament,0.008368200836820083,2
2000,Ständerat,33,Parlament,0.030303030303030304,1
2000,Bundesrat,9,Parlament,0,0
2000,Volksinitiative,5,Parlament,0,0
2001,Nationalrat,1172,Parlament,0.023890784982935155,28
2001,Ständerat,122,Parlament,0.01639344262295082,2
2001,Bundesrat,70,Parlament,0,0
2001,Volksinitiative,5,Parlament,0,0
2002,Nationalrat,1139,Parlament,0.019315188762071993,22
2002,Ständerat,138,Parlament,0.021739130434782608,3
2002,Bundesrat,82,Parlament,0,0
2003,Nationalrat,1054,Parlament,0.018026565464895637,19
2003,Ständerat,115,Parlament,0.10434782608695653,12
2003,Bundesrat,73,Parlament,0,0
2003,Volksinitiative,2,Parlament,0,0
2004,Nationalrat,1249,Parlament,0.028022417934347475,35
2004,Ständerat,123,Parlament,0.0813008130081301,10
2004,Bundesrat,75,Parlament,0.013333333333333332,1
2004,Volksinitiative,3,Parlament,0,0
2005,Nationalrat,1348,Parlament,0.020029673590504452,27
2005,Ständerat,135,Parlament,0.059259259259259255,8
2005,Bundesrat,74,Parlament,0.013513513513513513,1
2005,Volksinitiative,3,Parlament,0,0
2006,Nationalrat,1352,Parlament,0.031804733727810654,43
2006,Ständerat,124,Parlament,0.05645161290322581,7
2006,Bundesrat,91,Parlament,0.02197802197802198,2
2006,Volksinitiative,6,Parlament,0,0
2007,Nationalrat,1398,Parlament,0.027896995708154505,39
2007,Ständerat,136,Parlament,0.03676470588235294,5
2007,Bundesrat,82,Parlament,0.012195121951219513,1
2007,Volksinitiative,4,Parlament,0,0
2008,Nationalrat,1644,Parlament,0.024939172749391728,41
2008,Ständerat,142,Parlament,0.04225352112676056,6
2008,Bundesrat,60,Parlament,0.016666666666666666,1
2008,Volksinitiative,6,Parlament,0,0
2009,Nationalrat,2104,Parlament,0.02043726235741445,43
2009,Ständerat,201,Parlament,0.04477611940298507,9
2009,Bundesrat,79,Parlament,0.012658227848101267,1
2009,Volksinitiative,7,Parlament,0,0
2010,Nationalrat,1873,Parlament,0.019220501868659905,36
2010,Ständerat,184,Parlament,0.06521739130434782,12
2010,Bundesrat,100,Parlament,0.01,1
2010,Volksinitiative,6,Parlament,0,0
2011,Nationalrat,1792,Parlament,0.014508928571428572,26
2011,Ständerat,179,Parlament,0.04469273743016759,8
2011,Bundesrat,61,Parlament,0.03278688524590164,2
2011,Volksinitiative,3,Parlament,0,0
2012,Nationalrat,1852,Parlament,0.012958963282937365,24
2012,Ständerat,187,Parlament,0.04278074866310161,8
2012,Bundesrat,84,Parlament,0.023809523809523808,2
2012,Volksinitiative,10,Parlament,0.1,1
2013,Nationalrat,1940,Parlament,0.013402061855670102,26
2013,Ständerat,182,Parlament,0.06043956043956044,11
2013,Bundesrat,86,Parlament,0.011627906976744186,1
2013,Volksinitiative,11,Parlament,0,0
2014,Nationalrat,1994,Parlament,0.020060180541624874,40
2014,Ständerat,185,Parlament,0.043243243243243246,8
2014,Bundesrat,84,Parlament,0.011904761904761904,1
2014,Volksinitiative,7,Parlament,0,0
2015,Nationalrat,1944,Parlament,0.02932098765432099,57
2015,Ständerat,174,Parlament,0.09195402298850575,16
2015,Bundesrat,71,Parlament,0.02816901408450704,2
2015,Volksinitiative,4,Parlament,0,0
2016,Nationalrat,1811,Parlament,0.020430701270016564,37
2016,Ständerat,171,Parlament,0.07602339181286549,13
2016,Bundesrat,69,Parlament,0.028985507246376812,2
2016,Volksinitiative,3,Parlament,0,0
2017,Nationalrat,2048,Parlament,0.0205078125,42
2017,Ständerat,179,Parlament,0.06145251396648045,11
2017,Bundesrat,60,Parlament,0.016666666666666666,1
2017,Volksinitiative,7,Parlament,0,0
2018,Nationalrat,1127,Parlament,0.027506654835847383,31
2018,Ständerat,82,Parlament,0.024390243902439025,2
2018,Bundesrat,39,Parlament,0,0
2018,Volksinitiative,2,Parlament,0,0
2000,Nationalrat,239,Recht allgemein,0.12552301255230125,30
2000,Ständerat,33,Recht allgemein,0.18181818181818182,6
2000,Bundesrat,9,Recht allgemein,0.33333333333333337,3
2000,Volksinitiative,5,Recht allgemein,0.4,2
2001,Nationalrat,1172,Recht allgemein,0.06825938566552901,80
2001,Ständerat,122,Recht allgemein,0.07377049180327869,9
2001,Bundesrat,70,Recht allgemein,0.17142857142857143,12
2001,Volksinitiative,5,Recht allgemein,0.4,2
2002,Nationalrat,1139,Recht allgemein,0.048287971905179985,55
2002,Ständerat,138,Recht allgemein,0.028985507246376812,4
2002,Bundesrat,82,Recht allgemein,0.08536585365853659,7
2003,Nationalrat,1054,Recht allgemein,0.04554079696394687,48
2003,Ständerat,115,Recht allgemein,0.034782608695652174,4
2003,Bundesrat,73,Recht allgemein,0.1095890410958904,8
2003,Volksinitiative,2,Recht allgemein,0,0
2004,Nationalrat,1249,Recht allgemein,0.07926341072858287,99
2004,Ständerat,123,Recht allgemein,0.06504065040650406,8
2004,Bundesrat,75,Recht allgemein,0.10666666666666666,8
2004,Volksinitiative,3,Recht allgemein,0,0
2005,Nationalrat,1348,Recht allgemein,0.05637982195845697,76
2005,Ständerat,135,Recht allgemein,0.059259259259259255,8
2005,Bundesrat,74,Recht allgemein,0.2162162162162162,16
2005,Volksinitiative,3,Recht allgemein,0,0
2006,Nationalrat,1352,Recht allgemein,0.10502958579881656,142
2006,Ständerat,124,Recht allgemein,0.10483870967741936,13
2006,Bundesrat,91,Recht allgemein,0.2087912087912088,19
2006,Volksinitiative,6,Recht allgemein,0.16666666666666669,1
2007,Nationalrat,1398,Recht allgemein,0.07868383404864092,110
2007,Ständerat,136,Recht allgemein,0.0661764705882353,9
2007,Bundesrat,82,Recht allgemein,0.1951219512195122,16
2007,Volksinitiative,4,Recht allgemein,0.25,1
2008,Nationalrat,1644,Recht allgemein,0.06751824817518248,111
2008,Ständerat,142,Recht allgemein,0.1267605633802817,18
2008,Bundesrat,60,Recht allgemein,0.13333333333333333,8
2008,Volksinitiative,6,Recht allgemein,0.16666666666666669,1
2009,Nationalrat,2104,Recht allgemein,0.09363117870722433,197
2009,Ständerat,201,Recht allgemein,0.0746268656716418,15
2009,Bundesrat,79,Recht allgemein,0.08860759493670885,7
2009,Volksinitiative,7,Recht allgemein,0,0
2010,Nationalrat,1873,Recht allgemein,0.0811532301121196,152
2010,Ständerat,184,Recht allgemein,0.08695652173913043,16
2010,Bundesrat,100,Recht allgemein,0.08,8
2010,Volksinitiative,6,Recht allgemein,0,0
2011,Nationalrat,1792,Recht allgemein,0.060267857142857144,108
2011,Ständerat,179,Recht allgemein,0.05027932960893855,9
2011,Bundesrat,61,Recht allgemein,0.14754098360655737,9
2011,Volksinitiative,3,Recht allgemein,0,0
2012,Nationalrat,1852,Recht allgemein,0.0826133909287257,153
2012,Ständerat,187,Recht allgemein,0.14438502673796794,27
2012,Bundesrat,84,Recht allgemein,0.11904761904761905,10
2012,Volksinitiative,10,Recht allgemein,0.1,1
2013,Nationalrat,1940,Recht allgemein,0.0958762886597938,186
2013,Ständerat,182,Recht allgemein,0.10989010989010989,20
2013,Bundesrat,86,Recht allgemein,0.12790697674418605,11
2013,Volksinitiative,11,Recht allgemein,0,0
2014,Nationalrat,1994,Recht allgemein,0.0391173520561685,78
2014,Ständerat,185,Recht allgemein,0.07567567567567568,14
2014,Bundesrat,84,Recht allgemein,0.09523809523809523,8
2014,Volksinitiative,7,Recht allgemein,0,0
2015,Nationalrat,1944,Recht allgemein,0.012345679012345678,24
2015,Ständerat,174,Recht allgemein,0.034482758620689655,6
2015,Bundesrat,71,Recht allgemein,0,0
2015,Volksinitiative,4,Recht allgemein,0,0
2016,Nationalrat,1811,Recht allgemein,0.00883489784649365,16
2016,Ständerat,171,Recht allgemein,0,0
2016,Bundesrat,69,Recht allgemein,0,0
2016,Volksinitiative,3,Recht allgemein,0,0
2017,Nationalrat,2048,Recht allgemein,0.00732421875,15
2017,Ständerat,179,Recht allgemein,0.01675977653631285,3
2017,Bundesrat,60,Recht allgemein,0.03333333333333333,2
2017,Volksinitiative,7,Recht allgemein,0.14285714285714288,1
2018,Nationalrat,1127,Recht allgemein,0.0292812777284827,33
2018,Ständerat,82,Recht allgemein,0.024390243902439025,2
2018,Bundesrat,39,Recht allgemein,0.05128205128205129,2
2018,Volksinitiative,2,Recht allgemein,0,0
2000,Nationalrat,239,Zivilrecht,NA,NA
2000,Ständerat,33,Zivilrecht,NA,NA
2000,Bundesrat,9,Zivilrecht,NA,NA
2000,Volksinitiative,5,Zivilrecht,NA,NA
2001,Nationalrat,1172,Zivilrecht,NA,NA
2001,Ständerat,122,Zivilrecht,NA,NA
2001,Bundesrat,70,Zivilrecht,NA,NA
2001,Volksinitiative,5,Zivilrecht,NA,NA
2002,Nationalrat,1139,Zivilrecht,NA,NA
2002,Ständerat,138,Zivilrecht,NA,NA
2002,Bundesrat,82,Zivilrecht,NA,NA
2003,Nationalrat,1054,Zivilrecht,NA,NA
2003,Ständerat,115,Zivilrecht,NA,NA
2003,Bundesrat,73,Zivilrecht,NA,NA
2003,Volksinitiative,2,Zivilrecht,NA,NA
2004,Nationalrat,1249,Zivilrecht,NA,NA
2004,Ständerat,123,Zivilrecht,NA,NA
2004,Bundesrat,75,Zivilrecht,NA,NA
2004,Volksinitiative,3,Zivilrecht,NA,NA
2005,Nationalrat,1348,Zivilrecht,NA,NA
2005,Ständerat,135,Zivilrecht,NA,NA
2005,Bundesrat,74,Zivilrecht,NA,NA
2005,Volksinitiative,3,Zivilrecht,NA,NA
2006,Nationalrat,1352,Zivilrecht,NA,NA
2006,Ständerat,124,Zivilrecht,NA,NA
2006,Bundesrat,91,Zivilrecht,NA,NA
2006,Volksinitiative,6,Zivilrecht,NA,NA
2007,Nationalrat,1398,Zivilrecht,NA,NA
2007,Ständerat,136,Zivilrecht,NA,NA
2007,Bundesrat,82,Zivilrecht,NA,NA
2007,Volksinitiative,4,Zivilrecht,NA,NA
2008,Nationalrat,1644,Zivilrecht,NA,NA
2008,Ständerat,142,Zivilrecht,NA,NA
2008,Bundesrat,60,Zivilrecht,NA,NA
2008,Volksinitiative,6,Zivilrecht,NA,NA
2009,Nationalrat,2104,Zivilrecht,NA,NA
2009,Ständerat,201,Zivilrecht,NA,NA
2009,Bundesrat,79,Zivilrecht,NA,NA
2009,Volksinitiative,7,Zivilrecht,NA,NA
2010,Nationalrat,1873,Zivilrecht,NA,NA
2010,Ständerat,184,Zivilrecht,NA,NA
2010,Bundesrat,100,Zivilrecht,NA,NA
2010,Volksinitiative,6,Zivilrecht,NA,NA
2011,Nationalrat,1792,Zivilrecht,NA,NA
2011,Ständerat,179,Zivilrecht,NA,NA
2011,Bundesrat,61,Zivilrecht,NA,NA
2011,Volksinitiative,3,Zivilrecht,NA,NA
2012,Nationalrat,1852,Zivilrecht,0.008099352051835852,15
2012,Ständerat,187,Zivilrecht,0,0
2012,Bundesrat,84,Zivilrecht,0,0
2012,Volksinitiative,10,Zivilrecht,0,0
2013,Nationalrat,1940,Zivilrecht,0.002061855670103093,4
2013,Ständerat,182,Zivilrecht,0,0
2013,Bundesrat,86,Zivilrecht,0,0
2013,Volksinitiative,11,Zivilrecht,0,0
2014,Nationalrat,1994,Zivilrecht,0.027081243731193583,54
2014,Ständerat,185,Zivilrecht,0.016216216216216217,3
2014,Bundesrat,84,Zivilrecht,0.047619047619047616,4
2014,Volksinitiative,7,Zivilrecht,0,0
2015,Nationalrat,1944,Zivilrecht,0.04218106995884773,82
2015,Ständerat,174,Zivilrecht,0.028735632183908046,5
2015,Bundesrat,71,Zivilrecht,0.07042253521126761,5
2015,Volksinitiative,4,Zivilrecht,0.25,1
2016,Nationalrat,1811,Zivilrecht,0.039204859193815576,71
2016,Ständerat,171,Zivilrecht,0.017543859649122806,3
2016,Bundesrat,69,Zivilrecht,0.028985507246376812,2
2016,Volksinitiative,3,Zivilrecht,0,0
2017,Nationalrat,2048,Zivilrecht,0.0400390625,82
2017,Ständerat,179,Zivilrecht,0.022346368715083796,4
2017,Bundesrat,60,Zivilrecht,0.06666666666666667,4
2017,Volksinitiative,7,Zivilrecht,0,0
2018,Nationalrat,1127,Zivilrecht,0.031055900621118012,35
2018,Ständerat,82,Zivilrecht,0.13414634146341464,11
2018,Bundesrat,39,Zivilrecht,0.025641025641025644,1
2018,Volksinitiative,2,Zivilrecht,0,0
2000,Nationalrat,239,Strafrecht,NA,NA
2000,Ständerat,33,Strafrecht,NA,NA
2000,Bundesrat,9,Strafrecht,NA,NA
2000,Volksinitiative,5,Strafrecht,NA,NA
2001,Nationalrat,1172,Strafrecht,NA,NA
2001,Ständerat,122,Strafrecht,NA,NA
2001,Bundesrat,70,Strafrecht,NA,NA
2001,Volksinitiative,5,Strafrecht,NA,NA
2002,Nationalrat,1139,Strafrecht,NA,NA
2002,Ständerat,138,Strafrecht,NA,NA
2002,Bundesrat,82,Strafrecht,NA,NA
2003,Nationalrat,1054,Strafrecht,NA,NA
2003,Ständerat,115,Strafrecht,NA,NA
2003,Bundesrat,73,Strafrecht,NA,NA
2003,Volksinitiative,2,Strafrecht,NA,NA
2004,Nationalrat,1249,Strafrecht,NA,NA
2004,Ständerat,123,Strafrecht,NA,NA
2004,Bundesrat,75,Strafrecht,NA,NA
2004,Volksinitiative,3,Strafrecht,NA,NA
2005,Nationalrat,1348,Strafrecht,NA,NA
2005,Ständerat,135,Strafrecht,NA,NA
2005,Bundesrat,74,Strafrecht,NA,NA
2005,Volksinitiative,3,Strafrecht,NA,NA
2006,Nationalrat,1352,Strafrecht,NA,NA
2006,Ständerat,124,Strafrecht,NA,NA
2006,Bundesrat,91,Strafrecht,NA,NA
2006,Volksinitiative,6,Strafrecht,NA,NA
2007,Nationalrat,1398,Strafrecht,NA,NA
2007,Ständerat,136,Strafrecht,NA,NA
2007,Bundesrat,82,Strafrecht,NA,NA
2007,Volksinitiative,4,Strafrecht,NA,NA
2008,Nationalrat,1644,Strafrecht,NA,NA
2008,Ständerat,142,Strafrecht,NA,NA
2008,Bundesrat,60,Strafrecht,NA,NA
2008,Volksinitiative,6,Strafrecht,NA,NA
2009,Nationalrat,2104,Strafrecht,NA,NA
2009,Ständerat,201,Strafrecht,NA,NA
2009,Bundesrat,79,Strafrecht,NA,NA
2009,Volksinitiative,7,Strafrecht,NA,NA
2010,Nationalrat,1873,Strafrecht,NA,NA
2010,Ständerat,184,Strafrecht,NA,NA
2010,Bundesrat,100,Strafrecht,NA,NA
2010,Volksinitiative,6,Strafrecht,NA,NA
2011,Nationalrat,1792,Strafrecht,NA,NA
2011,Ständerat,179,Strafrecht,NA,NA
2011,Bundesrat,61,Strafrecht,NA,NA
2011,Volksinitiative,3,Strafrecht,NA,NA
2012,Nationalrat,1852,Strafrecht,0.003779697624190065,7
2012,Ständerat,187,Strafrecht,0,0
2012,Bundesrat,84,Strafrecht,0,0
2012,Volksinitiative,10,Strafrecht,0,0
2013,Nationalrat,1940,Strafrecht,0.003608247422680412,7
2013,Ständerat,182,Strafrecht,0,0
2013,Bundesrat,86,Strafrecht,0,0
2013,Volksinitiative,11,Strafrecht,0,0
2014,Nationalrat,1994,Strafrecht,0.023570712136409225,47
2014,Ständerat,185,Strafrecht,0.010810810810810811,2
2014,Bundesrat,84,Strafrecht,0.023809523809523808,2
2014,Volksinitiative,7,Strafrecht,0,0
2015,Nationalrat,1944,Strafrecht,0.04166666666666667,81
2015,Ständerat,174,Strafrecht,0.040229885057471264,7
2015,Bundesrat,71,Strafrecht,0,0
2015,Volksinitiative,4,Strafrecht,0,0
2016,Nationalrat,1811,Strafrecht,0.05135284373274434,93
2016,Ständerat,171,Strafrecht,0.07017543859649122,12
2016,Bundesrat,69,Strafrecht,0.057971014492753624,4
2016,Volksinitiative,3,Strafrecht,0,0
2017,Nationalrat,2048,Strafrecht,0.06982421875,143
2017,Ständerat,179,Strafrecht,0.03910614525139665,7
2017,Bundesrat,60,Strafrecht,0.016666666666666666,1
2017,Volksinitiative,7,Strafrecht,0,0
2018,Nationalrat,1127,Strafrecht,0.064773735581189,73
2018,Ständerat,82,Strafrecht,0.0975609756097561,8
2018,Bundesrat,39,Strafrecht,0.07692307692307693,3
2018,Volksinitiative,2,Strafrecht,0,0
2000,Nationalrat,239,Gerichtswesen,NA,NA
2000,Ständerat,33,Gerichtswesen,NA,NA
2000,Bundesrat,9,Gerichtswesen,NA,NA
2000,Volksinitiative,5,Gerichtswesen,NA,NA
2001,Nationalrat,1172,Gerichtswesen,NA,NA
2001,Ständerat,122,Gerichtswesen,NA,NA
2001,Bundesrat,70,Gerichtswesen,NA,NA
2001,Volksinitiative,5,Gerichtswesen,NA,NA
2002,Nationalrat,1139,Gerichtswesen,NA,NA
2002,Ständerat,138,Gerichtswesen,NA,NA
2002,Bundesrat,82,Gerichtswesen,NA,NA
2003,Nationalrat,1054,Gerichtswesen,NA,NA
2003,Ständerat,115,Gerichtswesen,NA,NA
2003,Bundesrat,73,Gerichtswesen,NA,NA
2003,Volksinitiative,2,Gerichtswesen,NA,NA
2004,Nationalrat,1249,Gerichtswesen,NA,NA
2004,Ständerat,123,Gerichtswesen,NA,NA
2004,Bundesrat,75,Gerichtswesen,NA,NA
2004,Volksinitiative,3,Gerichtswesen,NA,NA
2005,Nationalrat,1348,Gerichtswesen,NA,NA
2005,Ständerat,135,Gerichtswesen,NA,NA
2005,Bundesrat,74,Gerichtswesen,NA,NA
2005,Volksinitiative,3,Gerichtswesen,NA,NA
2006,Nationalrat,1352,Gerichtswesen,NA,NA
2006,Ständerat,124,Gerichtswesen,NA,NA
2006,Bundesrat,91,Gerichtswesen,NA,NA
2006,Volksinitiative,6,Gerichtswesen,NA,NA
2007,Nationalrat,1398,Gerichtswesen,NA,NA
2007,Ständerat,136,Gerichtswesen,NA,NA
2007,Bundesrat,82,Gerichtswesen,NA,NA
2007,Volksinitiative,4,Gerichtswesen,NA,NA
2008,Nationalrat,1644,Gerichtswesen,NA,NA
2008,Ständerat,142,Gerichtswesen,NA,NA
2008,Bundesrat,60,Gerichtswesen,NA,NA
2008,Volksinitiative,6,Gerichtswesen,NA,NA
2009,Nationalrat,2104,Gerichtswesen,NA,NA
2009,Ständerat,201,Gerichtswesen,NA,NA
2009,Bundesrat,79,Gerichtswesen,NA,NA
2009,Volksinitiative,7,Gerichtswesen,NA,NA
2010,Nationalrat,1873,Gerichtswesen,NA,NA
2010,Ständerat,184,Gerichtswesen,NA,NA
2010,Bundesrat,100,Gerichtswesen,NA,NA
2010,Volksinitiative,6,Gerichtswesen,NA,NA
2011,Nationalrat,1792,Gerichtswesen,NA,NA
2011,Ständerat,179,Gerichtswesen,NA,NA
2011,Bundesrat,61,Gerichtswesen,NA,NA
2011,Volksinitiative,3,Gerichtswesen,NA,NA
2012,Nationalrat,1852,Gerichtswesen,5.399568034557236e-4,1
2012,Ständerat,187,Gerichtswesen,0,0
2012,Bundesrat,84,Gerichtswesen,0,0
2012,Volksinitiative,10,Gerichtswesen,0,0
2013,Nationalrat,1940,Gerichtswesen,0,0
2013,Ständerat,182,Gerichtswesen,0,0
2013,Bundesrat,86,Gerichtswesen,0,0
2013,Volksinitiative,11,Gerichtswesen,0,0
2014,Nationalrat,1994,Gerichtswesen,0.004012036108324975,8
2014,Ständerat,185,Gerichtswesen,0.010810810810810811,2
2014,Bundesrat,84,Gerichtswesen,0,0
2014,Volksinitiative,7,Gerichtswesen,0,0
2015,Nationalrat,1944,Gerichtswesen,0.007716049382716049,15
2015,Ständerat,174,Gerichtswesen,0.005747126436781609,1
