year,a_author_fraction,total,topic,share,n
2018,Grünliberale Fraktion,40,Staatspolitik,0.25,10
2018,Sozialdemokratische Fraktion,294,Staatspolitik,0.2585034013605442,76
2000,Christlichdemokratische Fraktion,36,Parlament,0,0
2000,Evangelische und Unabhängige Fraktion,6,Parlament,0,0
2000,Fraktion der Schweizerischen Volkspartei,30,Parlament,0,0
2000,Fraktionslos,11,Parlament,0,0
2000,Freisinnig-demokratische Fraktion,58,Parlament,0,0
2000,Grüne Fraktion,26,Parlament,0,0
2000,Liberale Fraktion,6,Parlament,0,0
2000,Sozialdemokratische Fraktion,73,Parlament,0,0
2001,Christlichdemokratische Fraktion,183,Parlament,0.010928961748633882,2
2001,Evangelische und Unabhängige Fraktion,34,Parlament,0,0
2001,Fraktion der Schweizerischen Volkspartei,208,Parlament,0.028846153846153844,6
2001,Fraktionslos,41,Parlament,0.04878048780487805,2
2001,Freisinnig-demokratische Fraktion,174,Parlament,0.011494252873563218,2
2001,Grüne Fraktion,133,Parlament,0.03007518796992481,4
2001,Liberale Fraktion,20,Parlament,0,0
2001,Sozialdemokratische Fraktion,373,Parlament,0.021447721179624665,8
2002,Christlichdemokratische Fraktion,214,Parlament,0.009345794392523364,2
2002,Evangelische und Unabhängige Fraktion,26,Parlament,0,0
2002,Fraktion der Schweizerischen Volkspartei,196,Parlament,0.015306122448979591,3
2002,Fraktionslos,45,Parlament,0.022222222222222223,1
2002,Freisinnig-demokratische Fraktion,189,Parlament,0.010582010582010581,2
2002,Grüne Fraktion,95,Parlament,0.021052631578947368,2
2002,Liberale Fraktion,20,Parlament,0,0
2002,Sozialdemokratische Fraktion,350,Parlament,0.011428571428571429,4
2003,Christlichdemokratische Fraktion,176,Parlament,0.005681818181818182,1
2003,Evangelische und Unabhängige Fraktion,26,Parlament,0,0
2003,EVP/EDU Fraktion,5,Parlament,0.2,1
2003,Fraktion der Schweizerischen Volkspartei,211,Parlament,0.028436018957345974,6
2003,Fraktionslos,40,Parlament,0,0
2003,Freisinnig-demokratische Fraktion,142,Parlament,0,0
2003,Grüne Fraktion,109,Parlament,0.01834862385321101,2
2003,Liberale Fraktion,13,Parlament,0,0
2003,Sozialdemokratische Fraktion,309,Parlament,0.012944983818770225,4
2004,Christlichdemokratische Fraktion,230,Parlament,0.021739130434782608,5
2004,EVP/EDU Fraktion,33,Parlament,0,0
2004,Fraktion der Schweizerischen Volkspartei,271,Parlament,0.011070110701107012,3
2004,Fraktionslos,48,Parlament,0.08333333333333334,4
2004,Freisinnig-demokratische Fraktion,187,Parlament,0.0320855614973262,6
2004,Grüne Fraktion,136,Parlament,0.007352941176470589,1
2004,Sozialdemokratische Fraktion,410,Parlament,0.03902439024390244,16
2005,Christlichdemokratische Fraktion,209,Parlament,0.023923444976076555,5
2005,EVP/EDU Fraktion,50,Parlament,0.02,1
2005,Fraktion der Schweizerischen Volkspartei,309,Parlament,0.02912621359223301,9
2005,Fraktionslos,61,Parlament,0.04918032786885246,3
2005,Freisinnig-demokratische Fraktion,176,Parlament,0.005681818181818182,1
2005,Grüne Fraktion,184,Parlament,0.005434782608695652,1
2005,Sozialdemokratische Fraktion,434,Parlament,0.009216589861751152,4
2006,Christlichdemokratische Fraktion,199,Parlament,0.02512562814070352,5
2006,EVP/EDU Fraktion,45,Parlament,0.022222222222222223,1
2006,Fraktion der Schweizerischen Volkspartei,271,Parlament,0.033210332103321034,9
2006,Fraktionslos,53,Parlament,0.018867924528301886,1
2006,Freisinnig-demokratische Fraktion,205,Parlament,0.024390243902439025,5
2006,Grüne Fraktion,216,Parlament,0.02314814814814815,5
2006,Sozialdemokratische Fraktion,421,Parlament,0.01900237529691211,8
2007,Christlichdemokratische Fraktion,146,Parlament,0.0136986301369863,2
2007,EVP/EDU Fraktion,23,Parlament,0,0
2007,Fraktion CVP/EVP/glp,29,Parlament,0,0
2007,Fraktion der Schweizerischen Volkspartei,331,Parlament,0.027190332326283987,9
2007,Fraktionslos,35,Parlament,0,0
2007,Freisinnig-demokratische Fraktion,198,Parlament,0.020202020202020204,4
2007,Grüne Fraktion,203,Parlament,0.019704433497536946,4
2007,Sozialdemokratische Fraktion,496,Parlament,0.01814516129032258,9
2008,FDP-Liberale Fraktion,42,Parlament,0,0
2008,Fraktion CVP/EVP/glp,269,Parlament,0.01858736059479554,5
2008,Fraktion der Schweizerischen Volkspartei,448,Parlament,0.020089285714285716,9
2008,Fraktionslos,17,Parlament,0,0
2008,Freisinnig-demokratische Fraktion,136,Parlament,0.022058823529411766,3
2008,Grüne Fraktion,292,Parlament,0.010273972602739727,3
2008,Sozialdemokratische Fraktion,522,Parlament,0.022988505747126436,12
2009,FDP-Liberale Fraktion,250,Parlament,0.012,3
2009,Fraktion BD,25,Parlament,0,0
2009,Fraktion CVP/EVP/glp,359,Parlament,0.022284122562674095,8
2009,Fraktion der Schweizerischen Volkspartei,683,Parlament,0.02342606149341142,16
2009,Grüne Fraktion,307,Parlament,0.0065146579804560255,2
2009,Sozialdemokratische Fraktion,590,Parlament,0.015254237288135592,9
2010,FDP-Liberale Fraktion,256,Parlament,0.015625,4
2010,Fraktion BD,18,Parlament,0,0
2010,Fraktion CVP/EVP/glp,349,Parlament,0.014326647564469915,5
2010,Fraktion der Schweizerischen Volkspartei,589,Parlament,0.025466893039049237,15
2010,Fraktionslos,3,Parlament,0,0
2010,Grüne Fraktion,291,Parlament,0,0
2010,Sozialdemokratische Fraktion,446,Parlament,0.017937219730941704,8
2011,FDP-Liberale Fraktion,252,Parlament,0.003968253968253968,1
2011,Fraktion BD,41,Parlament,0.024390243902439025,1
2011,Fraktion CVP-EVP,34,Parlament,0,0
2011,Fraktion CVP/EVP/glp,263,Parlament,0,0
2011,Fraktion der Schweizerischen Volkspartei,503,Parlament,0.02385685884691849,12
2011,Fraktionslos,16,Parlament,0,0
2011,Grüne Fraktion,258,Parlament,0.0038759689922480624,1
2011,Grünliberale Fraktion,1,Parlament,0,0
2011,Sozialdemokratische Fraktion,529,Parlament,0.015122873345935728,8
2012,FDP-Liberale Fraktion,236,Parlament,0.00847457627118644,2
2012,Fraktion BD,28,Parlament,0,0
2012,Fraktion CVP-EVP,303,Parlament,0.013201320132013201,4
2012,Fraktion der Schweizerischen Volkspartei,500,Parlament,0.02,10
2012,Fraktionslos,25,Parlament,0,0
2012,Grüne Fraktion,191,Parlament,0,0
2012,Grünliberale Fraktion,62,Parlament,0,0
2012,Sozialdemokratische Fraktion,591,Parlament,0.01015228426395939,6
2013,FDP-Liberale Fraktion,232,Parlament,0,0
2013,Fraktion BD,34,Parlament,0,0
2013,Fraktion CVP-EVP,324,Parlament,0.0030864197530864196,1
2013,Fraktion der Schweizerischen Volkspartei,518,Parlament,0.015444015444015444,8
2013,Fraktionslos,21,Parlament,0,0
2013,Grüne Fraktion,228,Parlament,0.008771929824561403,2
2013,Grünliberale Fraktion,94,Parlament,0,0
2013,Sozialdemokratische Fraktion,591,Parlament,0.02030456852791878,12
2014,FDP-Liberale Fraktion,268,Parlament,0.00746268656716418,2
2014,Fraktion BD,39,Parlament,0,0
2014,Fraktion CVP-EVP,334,Parlament,0.017964071856287425,6
2014,Fraktion der Schweizerischen Volkspartei,530,Parlament,0.03207547169811321,17
2014,Grüne Fraktion,229,Parlament,0.013100436681222707,3
2014,Grünliberale Fraktion,89,Parlament,0.011235955056179777,1
2014,Sozialdemokratische Fraktion,611,Parlament,0.016366612111292964,10
2015,CVP-Fraktion,48,Parlament,0,0
2015,FDP-Liberale Fraktion,285,Parlament,0.014035087719298244,4
2015,Fraktion BD,60,Parlament,0.03333333333333333,2
2015,Fraktion CVP-EVP,235,Parlament,0.012765957446808512,3
2015,Fraktion der Schweizerischen Volkspartei,556,Parlament,0.03597122302158273,20
2015,Grüne Fraktion,200,Parlament,0.01,2
2015,Grünliberale Fraktion,82,Parlament,0.03658536585365854,3
2015,Sozialdemokratische Fraktion,583,Parlament,0.036020583190394515,21
2016,CVP-Fraktion,314,Parlament,0.009554140127388535,3
2016,FDP-Liberale Fraktion,259,Parlament,0.03088803088803089,8
2016,Fraktion BD,44,Parlament,0,0
2016,Fraktion der Schweizerischen Volkspartei,567,Parlament,0.026455026455026457,15
2016,Grüne Fraktion,164,Parlament,0.01829268292682927,3
2016,Grünliberale Fraktion,59,Parlament,0,0
2016,Sozialdemokratische Fraktion,511,Parlament,0.009784735812133072,5
2017,CVP-Fraktion,343,Parlament,0.008746355685131196,3
2017,FDP-Liberale Fraktion,266,Parlament,0.007518796992481203,2
2017,Fraktion BD,44,Parlament,0.022727272727272728,1
2017,Fraktion der Schweizerischen Volkspartei,682,Parlament,0.03519061583577712,24
2017,Grüne Fraktion,197,Parlament,0.015228426395939085,3
2017,Grünliberale Fraktion,66,Parlament,0,0
2017,Sozialdemokratische Fraktion,532,Parlament,0.015037593984962405,8
2018,CVP-Fraktion,196,Parlament,0.005102040816326531,1
2018,FDP-Liberale Fraktion,174,Parlament,0.017241379310344827,3
2018,Fraktion BD,28,Parlament,0,0
2018,Fraktion der Schweizerischen Volkspartei,307,Parlament,0.029315960912052116,9
2018,Grüne Fraktion,134,Parlament,0.0373134328358209,5
2018,Grünliberale Fraktion,40,Parlament,0,0
2018,Sozialdemokratische Fraktion,294,Parlament,0.023809523809523808,7
2000,Christlichdemokratische Fraktion,36,Recht allgemein,0.027777777777777776,1
2000,Evangelische und Unabhängige Fraktion,6,Recht allgemein,0.16666666666666669,1
2000,Fraktion der Schweizerischen Volkspartei,30,Recht allgemein,0.13333333333333333,4
2000,Fraktionslos,11,Recht allgemein,0.36363636363636365,4
2000,Freisinnig-demokratische Fraktion,58,Recht allgemein,0.06896551724137931,4
2000,Grüne Fraktion,26,Recht allgemein,0.1923076923076923,5
2000,Liberale Fraktion,6,Recht allgemein,0.16666666666666669,1
2000,Sozialdemokratische Fraktion,73,Recht allgemein,0.1232876712328767,9
2001,Christlichdemokratische Fraktion,183,Recht allgemein,0.03278688524590164,6
2001,Evangelische und Unabhängige Fraktion,34,Recht allgemein,0.029411764705882356,1
2001,Fraktion der Schweizerischen Volkspartei,208,Recht allgemein,0.052884615384615384,11
2001,Fraktionslos,41,Recht allgemein,0.07317073170731708,3
2001,Freisinnig-demokratische Fraktion,174,Recht allgemein,0.06896551724137931,12
2001,Grüne Fraktion,133,Recht allgemein,0.09022556390977444,12
2001,Liberale Fraktion,20,Recht allgemein,0.1,2
2001,Sozialdemokratische Fraktion,373,Recht allgemein,0.08042895442359249,30
2002,Christlichdemokratische Fraktion,214,Recht allgemein,0.056074766355140186,12
2002,Evangelische und Unabhängige Fraktion,26,Recht allgemein,0,0
2002,Fraktion der Schweizerischen Volkspartei,196,Recht allgemein,0.03571428571428572,7
2002,Fraktionslos,45,Recht allgemein,0.044444444444444446,2
2002,Freisinnig-demokratische Fraktion,189,Recht allgemein,0.042328042328042326,8
2002,Grüne Fraktion,95,Recht allgemein,0.052631578947368425,5
2002,Liberale Fraktion,20,Recht allgemein,0,0
2002,Sozialdemokratische Fraktion,350,Recht allgemein,0.06285714285714286,22
2003,Christlichdemokratische Fraktion,176,Recht allgemein,0.045454545454545456,8
2003,Evangelische und Unabhängige Fraktion,26,Recht allgemein,0.038461538461538464,1
2003,EVP/EDU Fraktion,5,Recht allgemein,0,0
2003,Fraktion der Schweizerischen Volkspartei,211,Recht allgemein,0.03317535545023697,7
2003,Fraktionslos,40,Recht allgemein,0.1,4
2003,Freisinnig-demokratische Fraktion,142,Recht allgemein,0.04929577464788732,7
2003,Grüne Fraktion,109,Recht allgemein,0.01834862385321101,2
2003,Liberale Fraktion,13,Recht allgemein,0.07692307692307693,1
2003,Sozialdemokratische Fraktion,309,Recht allgemein,0.045307443365695796,14
2004,Christlichdemokratische Fraktion,230,Recht allgemein,0.04782608695652174,11
2004,EVP/EDU Fraktion,33,Recht allgemein,0.12121212121212122,4
2004,Fraktion der Schweizerischen Volkspartei,271,Recht allgemein,0.07749077490774908,21
2004,Fraktionslos,48,Recht allgemein,0.1875,9
2004,Freisinnig-demokratische Fraktion,187,Recht allgemein,0.053475935828877004,10
2004,Grüne Fraktion,136,Recht allgemein,0.05147058823529412,7
2004,Sozialdemokratische Fraktion,410,Recht allgemein,0.10243902439024391,42
2005,Christlichdemokratische Fraktion,209,Recht allgemein,0.057416267942583726,12
2005,EVP/EDU Fraktion,50,Recht allgemein,0.08,4
2005,Fraktion der Schweizerischen Volkspartei,309,Recht allgemein,0.03883495145631068,12
2005,Fraktionslos,61,Recht allgemein,0.08196721311475409,5
2005,Freisinnig-demokratische Fraktion,176,Recht allgemein,0.0625,11
2005,Grüne Fraktion,184,Recht allgemein,0.05434782608695652,10
2005,Sozialdemokratische Fraktion,434,Recht allgemein,0.06221198156682028,27
2006,Christlichdemokratische Fraktion,199,Recht allgemein,0.09045226130653265,18
2006,EVP/EDU Fraktion,45,Recht allgemein,0.13333333333333333,6
2006,Fraktion der Schweizerischen Volkspartei,271,Recht allgemein,0.1033210332103321,28
2006,Fraktionslos,53,Recht allgemein,0.1320754716981132,7
2006,Freisinnig-demokratische Fraktion,205,Recht allgemein,0.07317073170731708,15
2006,Grüne Fraktion,216,Recht allgemein,0.11574074074074074,25
2006,Sozialdemokratische Fraktion,421,Recht allgemein,0.12351543942992875,52
2007,Christlichdemokratische Fraktion,146,Recht allgemein,0.10273972602739725,15
2007,EVP/EDU Fraktion,23,Recht allgemein,0,0
2007,Fraktion CVP/EVP/glp,29,Recht allgemein,0.06896551724137931,2
2007,Fraktion der Schweizerischen Volkspartei,331,Recht allgemein,0.08459214501510574,28
2007,Fraktionslos,35,Recht allgemein,0.11428571428571428,4
2007,Freisinnig-demokratische Fraktion,198,Recht allgemein,0.06060606060606061,12
2007,Grüne Fraktion,203,Recht allgemein,0.09852216748768473,20
2007,Sozialdemokratische Fraktion,496,Recht allgemein,0.06653225806451613,33
2008,FDP-Liberale Fraktion,42,Recht allgemein,0.09523809523809523,4
2008,Fraktion CVP/EVP/glp,269,Recht allgemein,0.06691449814126395,18
2008,Fraktion der Schweizerischen Volkspartei,448,Recht allgemein,0.05133928571428571,23
2008,Fraktionslos,17,Recht allgemein,0.11764705882352942,2
2008,Freisinnig-demokratische Fraktion,136,Recht allgemein,0.08088235294117646,11
2008,Grüne Fraktion,292,Recht allgemein,0.07191780821917808,21
2008,Sozialdemokratische Fraktion,522,Recht allgemein,0.08045977011494253,42
2009,FDP-Liberale Fraktion,250,Recht allgemein,0.044000000000000004,11
2009,Fraktion BD,25,Recht allgemein,0.08,2
2009,Fraktion CVP/EVP/glp,359,Recht allgemein,0.0863509749303621,31
2009,Fraktion der Schweizerischen Volkspartei,683,Recht allgemein,0.1390922401171303,95
2009,Grüne Fraktion,307,Recht allgemein,0.05863192182410423,18
2009,Sozialdemokratische Fraktion,590,Recht allgemein,0.08305084745762711,49
2010,FDP-Liberale Fraktion,256,Recht allgemein,0.04296875,11
2010,Fraktion BD,18,Recht allgemein,0,0
2010,Fraktion CVP/EVP/glp,349,Recht allgemein,0.09742120343839542,34
2010,Fraktion der Schweizerischen Volkspartei,589,Recht allgemein,0.11205432937181664,66
2010,Fraktionslos,3,Recht allgemein,0,0
2010,Grüne Fraktion,291,Recht allgemein,0.06872852233676975,20
2010,Sozialdemokratische Fraktion,446,Recht allgemein,0.06278026905829596,28
2011,FDP-Liberale Fraktion,252,Recht allgemein,0.04365079365079365,11
2011,Fraktion BD,41,Recht allgemein,0,0
2011,Fraktion CVP-EVP,34,Recht allgemein,0.05882352941176471,2
2011,Fraktion CVP/EVP/glp,263,Recht allgemein,0.09125475285171103,24
2011,Fraktion der Schweizerischen Volkspartei,503,Recht allgemein,0.05765407554671968,29
2011,Fraktionslos,16,Recht allgemein,0.125,2
2011,Grüne Fraktion,258,Recht allgemein,0.046511627906976744,12
2011,Grünliberale Fraktion,1,Recht allgemein,0,0
2011,Sozialdemokratische Fraktion,529,Recht allgemein,0.052930056710775046,28
2012,FDP-Liberale Fraktion,236,Recht allgemein,0.08898305084745763,21
2012,Fraktion BD,28,Recht allgemein,0.07142857142857144,2
2012,Fraktion CVP-EVP,303,Recht allgemein,0.10231023102310231,31
2012,Fraktion der Schweizerischen Volkspartei,500,Recht allgemein,0.076,38
2012,Fraktionslos,25,Recht allgemein,0.28,7
2012,Grüne Fraktion,191,Recht allgemein,0.06282722513089006,12
2012,Grünliberale Fraktion,62,Recht allgemein,0.016129032258064516,1
2012,Sozialdemokratische Fraktion,591,Recht allgemein,0.08967851099830795,53
2013,FDP-Liberale Fraktion,232,Recht allgemein,0.11637931034482758,27
2013,Fraktion BD,34,Recht allgemein,0,0
2013,Fraktion CVP-EVP,324,Recht allgemein,0.07098765432098766,23
2013,Fraktion der Schweizerischen Volkspartei,518,Recht allgemein,0.11776061776061775,61
2013,Fraktionslos,21,Recht allgemein,0.19047619047619047,4
2013,Grüne Fraktion,228,Recht allgemein,0.09210526315789475,21
2013,Grünliberale Fraktion,94,Recht allgemein,0.0425531914893617,4
2013,Sozialdemokratische Fraktion,591,Recht allgemein,0.09983079526226735,59
2014,FDP-Liberale Fraktion,268,Recht allgemein,0.0373134328358209,10
2014,Fraktion BD,39,Recht allgemein,0,0
2014,Fraktion CVP-EVP,334,Recht allgemein,0.05389221556886228,18
2014,Fraktion der Schweizerischen Volkspartei,530,Recht allgemein,0.03773584905660377,20
2014,Grüne Fraktion,229,Recht allgemein,0.034934497816593885,8
2014,Grünliberale Fraktion,89,Recht allgemein,0.011235955056179777,1
2014,Sozialdemokratische Fraktion,611,Recht allgemein,0.047463175122749585,29
2015,CVP-Fraktion,48,Recht allgemein,0,0
2015,FDP-Liberale Fraktion,285,Recht allgemein,0.017543859649122806,5
2015,Fraktion BD,60,Recht allgemein,0.016666666666666666,1
2015,Fraktion CVP-EVP,235,Recht allgemein,0.03404255319148936,8
2015,Fraktion der Schweizerischen Volkspartei,556,Recht allgemein,0.014388489208633093,8
2015,Grüne Fraktion,200,Recht allgemein,0.005,1
2015,Grünliberale Fraktion,82,Recht allgemein,0.012195121951219513,1
2015,Sozialdemokratische Fraktion,583,Recht allgemein,0.008576329331046312,5
2016,CVP-Fraktion,314,Recht allgemein,0.006369426751592356,2
2016,FDP-Liberale Fraktion,259,Recht allgemein,0.011583011583011582,3
2016,Fraktion BD,44,Recht allgemein,0,0
2016,Fraktion der Schweizerischen Volkspartei,567,Recht allgemein,0.005291005291005291,3
2016,Grüne Fraktion,164,Recht allgemein,0.006097560975609756,1
2016,Grünliberale Fraktion,59,Recht allgemein,0.03389830508474576,2
2016,Sozialdemokratische Fraktion,511,Recht allgemein,0.007827788649706457,4
2017,CVP-Fraktion,343,Recht allgemein,0.008746355685131196,3
2017,FDP-Liberale Fraktion,266,Recht allgemein,0.015037593984962405,4
2017,Fraktion BD,44,Recht allgemein,0,0
2017,Fraktion der Schweizerischen Volkspartei,682,Recht allgemein,0.007331378299120235,5
2017,Grüne Fraktion,197,Recht allgemein,0.005076142131979695,1
2017,Grünliberale Fraktion,66,Recht allgemein,0,0
2017,Sozialdemokratische Fraktion,532,Recht allgemein,0.005639097744360903,3
2018,CVP-Fraktion,196,Recht allgemein,0.015306122448979591,3
2018,FDP-Liberale Fraktion,174,Recht allgemein,0.04597701149425287,8
2018,Fraktion BD,28,Recht allgemein,0.03571428571428572,1
2018,Fraktion der Schweizerischen Volkspartei,307,Recht allgemein,0.03583061889250814,11
2018,Grüne Fraktion,134,Recht allgemein,0.022388059701492536,3
2018,Grünliberale Fraktion,40,Recht allgemein,0.025,1
2018,Sozialdemokratische Fraktion,294,Recht allgemein,0.027210884353741496,8
2000,Christlichdemokratische Fraktion,36,Zivilrecht,NA,NA
2000,Evangelische und Unabhängige Fraktion,6,Zivilrecht,NA,NA
2000,Fraktion der Schweizerischen Volkspartei,30,Zivilrecht,NA,NA
2000,Fraktionslos,11,Zivilrecht,NA,NA
2000,Freisinnig-demokratische Fraktion,58,Zivilrecht,NA,NA
2000,Grüne Fraktion,26,Zivilrecht,NA,NA
2000,Liberale Fraktion,6,Zivilrecht,NA,NA
2000,Sozialdemokratische Fraktion,73,Zivilrecht,NA,NA
2001,Christlichdemokratische Fraktion,183,Zivilrecht,NA,NA
2001,Evangelische und Unabhängige Fraktion,34,Zivilrecht,NA,NA
2001,Fraktion der Schweizerischen Volkspartei,208,Zivilrecht,NA,NA
2001,Fraktionslos,41,Zivilrecht,NA,NA
2001,Freisinnig-demokratische Fraktion,174,Zivilrecht,NA,NA
2001,Grüne Fraktion,133,Zivilrecht,NA,NA
2001,Liberale Fraktion,20,Zivilrecht,NA,NA
2001,Sozialdemokratische Fraktion,373,Zivilrecht,NA,NA
2002,Christlichdemokratische Fraktion,214,Zivilrecht,NA,NA
2002,Evangelische und Unabhängige Fraktion,26,Zivilrecht,NA,NA
2002,Fraktion der Schweizerischen Volkspartei,196,Zivilrecht,NA,NA
2002,Fraktionslos,45,Zivilrecht,NA,NA
2002,Freisinnig-demokratische Fraktion,189,Zivilrecht,NA,NA
2002,Grüne Fraktion,95,Zivilrecht,NA,NA
2002,Liberale Fraktion,20,Zivilrecht,NA,NA
2002,Sozialdemokratische Fraktion,350,Zivilrecht,NA,NA
2003,Christlichdemokratische Fraktion,176,Zivilrecht,NA,NA
2003,Evangelische und Unabhängige Fraktion,26,Zivilrecht,NA,NA
2003,EVP/EDU Fraktion,5,Zivilrecht,NA,NA
2003,Fraktion der Schweizerischen Volkspartei,211,Zivilrecht,NA,NA
2003,Fraktionslos,40,Zivilrecht,NA,NA
2003,Freisinnig-demokratische Fraktion,142,Zivilrecht,NA,NA
2003,Grüne Fraktion,109,Zivilrecht,NA,NA
2003,Liberale Fraktion,13,Zivilrecht,NA,NA
2003,Sozialdemokratische Fraktion,309,Zivilrecht,NA,NA
2004,Christlichdemokratische Fraktion,230,Zivilrecht,NA,NA
2004,EVP/EDU Fraktion,33,Zivilrecht,NA,NA
2004,Fraktion der Schweizerischen Volkspartei,271,Zivilrecht,NA,NA
2004,Fraktionslos,48,Zivilrecht,NA,NA
2004,Freisinnig-demokratische Fraktion,187,Zivilrecht,NA,NA
2004,Grüne Fraktion,136,Zivilrecht,NA,NA
2004,Sozialdemokratische Fraktion,410,Zivilrecht,NA,NA
2005,Christlichdemokratische Fraktion,209,Zivilrecht,NA,NA
2005,EVP/EDU Fraktion,50,Zivilrecht,NA,NA
2005,Fraktion der Schweizerischen Volkspartei,309,Zivilrecht,NA,NA
2005,Fraktionslos,61,Zivilrecht,NA,NA
2005,Freisinnig-demokratische Fraktion,176,Zivilrecht,NA,NA
2005,Grüne Fraktion,184,Zivilrecht,NA,NA
2005,Sozialdemokratische Fraktion,434,Zivilrecht,NA,NA
2006,Christlichdemokratische Fraktion,199,Zivilrecht,NA,NA
2006,EVP/EDU Fraktion,45,Zivilrecht,NA,NA
2006,Fraktion der Schweizerischen Volkspartei,271,Zivilrecht,NA,NA
2006,Fraktionslos,53,Zivilrecht,NA,NA
2006,Freisinnig-demokratische Fraktion,205,Zivilrecht,NA,NA
2006,Grüne Fraktion,216,Zivilrecht,NA,NA
2006,Sozialdemokratische Fraktion,421,Zivilrecht,NA,NA
2007,Christlichdemokratische Fraktion,146,Zivilrecht,NA,NA
2007,EVP/EDU Fraktion,23,Zivilrecht,NA,NA
2007,Fraktion CVP/EVP/glp,29,Zivilrecht,NA,NA
2007,Fraktion der Schweizerischen Volkspartei,331,Zivilrecht,NA,NA
2007,Fraktionslos,35,Zivilrecht,NA,NA
2007,Freisinnig-demokratische Fraktion,198,Zivilrecht,NA,NA
2007,Grüne Fraktion,203,Zivilrecht,NA,NA
2007,Sozialdemokratische Fraktion,496,Zivilrecht,NA,NA
2008,FDP-Liberale Fraktion,42,Zivilrecht,NA,NA
2008,Fraktion CVP/EVP/glp,269,Zivilrecht,NA,NA
2008,Fraktion der Schweizerischen Volkspartei,448,Zivilrecht,NA,NA
2008,Fraktionslos,17,Zivilrecht,NA,NA
2008,Freisinnig-demokratische Fraktion,136,Zivilrecht,NA,NA
2008,Grüne Fraktion,292,Zivilrecht,NA,NA
2008,Sozialdemokratische Fraktion,522,Zivilrecht,NA,NA
2009,FDP-Liberale Fraktion,250,Zivilrecht,NA,NA
2009,Fraktion BD,25,Zivilrecht,NA,NA
2009,Fraktion CVP/EVP/glp,359,Zivilrecht,NA,NA
2009,Fraktion der Schweizerischen Volkspartei,683,Zivilrecht,NA,NA
2009,Grüne Fraktion,307,Zivilrecht,NA,NA
2009,Sozialdemokratische Fraktion,590,Zivilrecht,NA,NA
2010,FDP-Liberale Fraktion,256,Zivilrecht,NA,NA
2010,Fraktion BD,18,Zivilrecht,NA,NA
2010,Fraktion CVP/EVP/glp,349,Zivilrecht,NA,NA
2010,Fraktion der Schweizerischen Volkspartei,589,Zivilrecht,NA,NA
2010,Fraktionslos,3,Zivilrecht,NA,NA
2010,Grüne Fraktion,291,Zivilrecht,NA,NA
2010,Sozialdemokratische Fraktion,446,Zivilrecht,NA,NA
2011,FDP-Liberale Fraktion,252,Zivilrecht,NA,NA
2011,Fraktion BD,41,Zivilrecht,NA,NA
2011,Fraktion CVP-EVP,34,Zivilrecht,NA,NA
2011,Fraktion CVP/EVP/glp,263,Zivilrecht,NA,NA
2011,Fraktion der Schweizerischen Volkspartei,503,Zivilrecht,NA,NA
2011,Fraktionslos,16,Zivilrecht,NA,NA
2011,Grüne Fraktion,258,Zivilrecht,NA,NA
2011,Grünliberale Fraktion,1,Zivilrecht,NA,NA
2011,Sozialdemokratische Fraktion,529,Zivilrecht,NA,NA
2012,FDP-Liberale Fraktion,236,Zivilrecht,0.021186440677966104,5
2012,Fraktion BD,28,Zivilrecht,0,0
2012,Fraktion CVP-EVP,303,Zivilrecht,0.0033003300330033004,1
2012,Fraktion der Schweizerischen Volkspartei,500,Zivilrecht,0.002,1
2012,Fraktionslos,25,Zivilrecht,0.16,4
2012,Grüne Fraktion,191,Zivilrecht,0,0
2012,Grünliberale Fraktion,62,Zivilrecht,0,0
2012,Sozialdemokratische Fraktion,591,Zivilrecht,0.00676818950930626,4
2013,FDP-Liberale Fraktion,232,Zivilrecht,0,0
2013,Fraktion BD,34,Zivilrecht,0,0
2013,Fraktion CVP-EVP,324,Zivilrecht,0,0
2013,Fraktion der Schweizerischen Volkspartei,518,Zivilrecht,0.0019305019305019305,1
2013,Fraktionslos,21,Zivilrecht,0.09523809523809523,2
2013,Grüne Fraktion,228,Zivilrecht,0,0
2013,Grünliberale Fraktion,94,Zivilrecht,0,0
2013,Sozialdemokratische Fraktion,591,Zivilrecht,0.001692047377326565,1
2014,FDP-Liberale Fraktion,268,Zivilrecht,0.06343283582089553,17
2014,Fraktion BD,39,Zivilrecht,0.05128205128205129,2
2014,Fraktion CVP-EVP,334,Zivilrecht,0.02395209580838323,8
2014,Fraktion der Schweizerischen Volkspartei,530,Zivilrecht,0.015094339622641511,8
2014,Grüne Fraktion,229,Zivilrecht,0.013100436681222707,3
2014,Grünliberale Fraktion,89,Zivilrecht,0.022471910112359553,2
2014,Sozialdemokratische Fraktion,611,Zivilrecht,0.02127659574468085,13
2015,CVP-Fraktion,48,Zivilrecht,0,0
2015,FDP-Liberale Fraktion,285,Zivilrecht,0.05964912280701754,17
2015,Fraktion BD,60,Zivilrecht,0.08333333333333334,5
2015,Fraktion CVP-EVP,235,Zivilrecht,0.055319148936170216,13
2015,Fraktion der Schweizerischen Volkspartei,556,Zivilrecht,0.026978417266187053,15
2015,Grüne Fraktion,200,Zivilrecht,0.015,3
2015,Grünliberale Fraktion,82,Zivilrecht,0.04878048780487805,4
2015,Sozialdemokratische Fraktion,583,Zivilrecht,0.04459691252144082,26
2016,CVP-Fraktion,314,Zivilrecht,0.044585987261146494,14
